Year,Value,UNIT_MEASURE,SERIES
2011,17.564,OOOt,Ammonia emissions from agriculture
2012,18.309,OOOt,Ammonia emissions from agriculture
2013,19.054,OOOt,Ammonia emissions from agriculture
2014,19.799,OOOt,Ammonia emissions from agriculture
2015,20.544,OOOt,Ammonia emissions from agriculture
2016,21.128,OOOt,Ammonia emissions from agriculture
2017,21.712,OOOt,Ammonia emissions from agriculture
2018,22.295,OOOt,Ammonia emissions from agriculture
2019,22.879,OOOt,Ammonia emissions from agriculture
2020,23.463,OOOt,Ammonia emissions from agriculture
2021,23.463,OOOt,Ammonia emissions from agriculture
2022,24.047,OOOt,Ammonia emissions from agriculture
